ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Lineage_0,Lineage_1,Lineage_2,Lineage_3,Lineage_4,Lineage_5,Isolate,WALS_Area,Autotyp,Country,Ancient,Papuan,Altitude,Eastness,Ethnologue_Ethnic_Population,Adjusted_Population,Social_Region
2377,Gugu-Badhun,Australia,-18.549,144.484,gugu1253,gdc,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,760.0,164.484,0,199,Aust_NG_Mel
2378,Gugu-Bujun,Australia,-18.0,144.75,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,830.0,164.75,0,199,Aust_NG_Mel
2379,Gundungura,Australia,-34.0,151.0,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,1.0,171.0,0,199,Aust_NG_Mel
2380,Gunggara,Australia,-17.5,141.17,kung1262,kvs,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,13.0,161.17,10,199,Aust_NG_Mel
2381,Gupapuyngu,Australia,-12.166,135.466,gupa1247,guf,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,155.466,450,450,Aust_NG_Mel
2382,Gurindji,Australia,-17.401,130.805,guri1247,gue,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,230.0,150.805,540,540,Aust_NG_Mel
2383,Guwa,Australia,-27.83,149.0,guwa1243,gwu,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,220.0,169.0,0,199,Aust_NG_Mel
2384,Ilgar,Australia,-11.58,133.0,gari1253,ilg,Iwaidjan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,153.0,0,199,Aust_NG_Mel
2385,Jawoyn,Australia,-14.524,132.866,djau1244,djn,Gunwinyku,West,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,180.0,152.866,0,199,Aust_NG_Mel
2386,Jiwarli,Australia,-20.49,119.91,djiw1240,djl,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,225.0,139.91,0,200,Aust_NG_Mel
2387,Juwaliny,Australia,-20.0,124.5,walm1241,wmt,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,210.0,144.5,860,860,Aust_NG_Mel
2388,Kantyu,Australia,-13.33,142.83,kanj1260,kbe,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,88.0,162.83,50,199,Aust_NG_Mel
2389,Kariyarra,Australia,-21.069,118.493,kari1304,vka,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,120.0,138.493,0,199,Aust_NG_Mel
2390,Kartujarra,Australia,-22.5,122.0,mart1256,mpj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,367.0,142.0,720,720,Aust_NG_Mel
2391,Kaurna,Australia,-33.5,138.75,kaur1267,zku,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,158.75,0,199,Aust_NG_Mel
2392,Kaytetye,Australia,-21.5,134.5,kayt1238,gbb,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,445.0,154.5,200,299,Aust_NG_Mel
2393,Kija,Australia,-17.5,127.75,kitj1240,gia,Jarrakan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,310.0,147.75,410,410,Aust_NG_Mel
2394,Kugu-Muminh,Australia,-14.044,141.639,kuku1283,xmh,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,161.639,31,199,Aust_NG_Mel
2395,Kuku Thaypan,Australia,-14.83,143.17,thay1248,typ,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,160.0,163.17,0,199,Aust_NG_Mel
2396,Kungarakany,Australia,-13.0,131.0,kung1259,ggk,Kungarakany,,,,,,true,Australia-New Guinea,Northern Australia,AU,false,false,80.0,151.0,0,199,Aust_NG_Mel
2397,Kungkari,Australia,-27.347,147.386,kung1258,kgl,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,260.0,167.386,0,199,Aust_NG_Mel
2398,Kurtjar,Australia,-16.986,141.189,gurd1238,gdj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,161.189,30,199,Aust_NG_Mel
2399,Kuthant,Australia,-17.0,141.33,kuth1240,xut,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,161.33,0,199,Aust_NG_Mel
2400,Lamalama,Australia,-14.83,144.5,lamu1254,lby,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,164.5,0,199,Aust_NG_Mel
2401,Linngithigh,Australia,-12.83,141.83,leni1238,lnj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,10.0,161.83,0,199,Aust_NG_Mel
2402,Luthigh,Australia,-12.33,142.67,mpal1238,xpj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,70.0,162.67,0,199,Aust_NG_Mel
2403,Lalo,Eurasia,25.15,100.3,dong1286,yik,Tibeto-Burman,Lolo-Burmese,Burmish,Central,,,false,SE Asia & Oceania,Southeast Asia,CN,false,false,2060.0,120.3,30000,30000,MiddleOldWorld
2404,Malyangaba,Australia,-30.5,141.5,maly1234,yga,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,100.0,161.5,10,199,Aust_NG_Mel
2405,Manangkarri,Australia,-11.67,132.5,mana1248,znk,Iwaidjan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,152.5,0,199,Aust_NG_Mel
2406,Manda,Australia,-13.561,129.878,mand1416,zma,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,149.878,25,199,Aust_NG_Mel
2407,Mangarla,Australia,-19.0,123.0,mang1383,mem,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,92.0,143.0,0,199,Aust_NG_Mel
2408,Mantjiltjara,Australia,-22.67,125.08,mart1256,mpj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,365.0,145.08,720,720,Aust_NG_Mel
2409,Maramanandji,Australia,-13.92,130.33,mari1417,zmm,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,1.0,150.33,15,199,Aust_NG_Mel
2410,Mareammu,Australia,-13.92,130.0,marr1256,xru,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,1.0,150.0,5,199,Aust_NG_Mel
2411,Marityabin,Australia,-13.83,129.897,mari1421,zmj,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,1.0,149.897,20,199,Aust_NG_Mel
2412,Marret River,Australia,-14.284,144.417,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,164.417,0,199,Aust_NG_Mel
2413,Marrgu,Australia,-11.134,132.566,marg1251,mhg,Marrgu,,,,,,true,Australia-New Guinea,Northern Australia,AU,false,false,0.0,152.566,1,199,Aust_NG_Mel
2414,Martu Wangka,Australia,-21.5,126.0,mart1256,mpj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,320.0,146.0,720,720,Aust_NG_Mel
2415,Mayi-Yapi,Australia,-20.0,141.0,mayk1239,mnt,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,96.0,161.0,0,199,Aust_NG_Mel
2416,Mbara,Australia,-19.0,143.5,mbar1254,mvl,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,440.0,163.5,0,199,Aust_NG_Mel
2417,Mbiywom,Australia,-13.0,142.33,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,67.0,162.33,0,199,Aust_NG_Mel
2418,Mengerrdji,Australia,-14.08,134.08,mang1382,zme,Giimbiyu,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,177.0,154.08,0,199,Aust_NG_Mel
2419,Paha Buyang,Eurasia,24.0,104.8,baha1256,yha,Tai-Kadai,North,,,,,false,SE Asia & Oceania,Southeast Asia,CN,false,false,1300.0,124.8,600,600,SEAsiaInsularPacific
2420,Minkin,Australia,-17.75,139.5,mink1237,xxm,Tangkic,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,13.0,159.5,0,199,Aust_NG_Mel
2421,Mpalityanh,Australia,-12.0,142.67,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,68.0,162.67,0,199,Aust_NG_Mel
2422,Muk-Thang,Australia,-37.75,149.0,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,169.0,0,199,Aust_NG_Mel
2423,Ngajan,Australia,-17.42,145.5,dyir1250,dbl,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,890.0,165.5,0,199,Aust_NG_Mel
2424,Ngaliwurru,Australia,-15.032,130.109,djam1255,djd,Mirndi,West,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,100.0,150.109,30,199,Aust_NG_Mel
2425,Nganyaywana,Australia,-29.631,151.385,ngan1296,nyx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,610.0,171.385,0,199,Aust_NG_Mel
2426,Ngardi,Australia,-20.0,128.5,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,370.0,148.5,0,199,Aust_NG_Mel
2427,Ngarigu,Australia,-36.5,149.5,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,650.0,169.5,0,199,Aust_NG_Mel
2428,Ngarinyeri,Australia,-35.6,139.1,narr1259,nay,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,159.1,0,199,Aust_NG_Mel
2429,Ngarluma,Australia,-20.764,117.254,ngar1287,nrl,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,137.254,21,199,Aust_NG_Mel
2430,Ngarndji,Australia,-17.67,134.42,,xxx,Mirndi,Barkly,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,234.0,154.42,0,199,Aust_NG_Mel
2431,Ngkoth,Australia,-12.08,142.17,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,50.0,162.17,0,199,Aust_NG_Mel
2432,Ntra'ngith,Australia,-13.17,141.67,ndra1239,dgt,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,161.67,0,199,Aust_NG_Mel
2433,Nugunu,Australia,-32.5,138.5,nugu1241,nnv,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,158.5,0,199,Aust_NG_Mel
2434,Nunagal,Australia,-28.0,153.25,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,50.0,173.25,0,199,Aust_NG_Mel
2435,Nungali,Australia,-14.83,131.83,nung1291,nug,Mirndi,West,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,200.0,151.83,0,200,Aust_NG_Mel
2436,Nyamal,Australia,-20.597,119.43,nyam1271,nly,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,80.0,139.43,20,199,Aust_NG_Mel
2437,Olgol,Australia,-15.0,142.5,kunj1245,kjn,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.5,20,199,Aust_NG_Mel
2438,Oykangand,Australia,-16.75,143.5,kunj1245,kjn,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,163.5,20,199,Aust_NG_Mel
2439,Pakanha,Australia,-15.0,142.33,paka1251,pkn,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,70.0,162.33,10,199,Aust_NG_Mel
2440,Palyku,Australia,-23.0,121.0,nija1242,nad,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,500.0,141.0,6,199,Aust_NG_Mel
2441,Arrernte_Pertame,Australia,-25.0,133.0,,xxx,Pama-Nyungan,Arandic,,,,,false,Australia-New Guinea,Australia,AU,false,false,450.0,153.0,20,199,Aust_NG_Mel
2442,Pintupi-Luritja,Australia,-23.276,129.389,pint1250,piu,Pama-Nyungan,Western Desert,,,,,false,Australia-New Guinea,Australia,AU,false,false,463.0,149.389,390,390,Aust_NG_Mel
2443,Pirlatapa,Australia,-29.652,139.847,pirl1238,bxi,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,65.0,159.847,0,199,Aust_NG_Mel
2444,Pirriya,Australia,-25.0,143.0,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,185.0,163.0,0,199,Aust_NG_Mel
2445,Punthamara,Australia,-29.0,141.0,ngur1261,nbx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,90.0,161.0,0,199,Aust_NG_Mel
2446,Putijarra,Australia,-24.0,121.0,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,535.0,141.0,0,199,Aust_NG_Mel
2447,Dhalandji,Australia,-22.5,115.5,dhal1245,dhl,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,135.5,20,199,Aust_NG_Mel
2448,Thawa,Australia,-37.0,149.918,sout2771,xtv,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,169.918,0,199,Aust_NG_Mel
2449,Umbugarla,Australia,-13.33,132.25,umbu1235,umr,Darwin,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,105.0,152.25,0,199,Aust_NG_Mel
2450,Umbuykamu,Australia,-14.0,143.5,umbu1256,umg,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,163.5,0,199,Aust_NG_Mel
2451,Umpila,Australia,-13.08,143.5,umpi1239,ump,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,163.5,100,199,Aust_NG_Mel
2452,Urningangk,Australia,-12.67,133.33,urni1239,urc,Giimbiyu,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,210.0,153.33,0,199,Aust_NG_Mel
2453,Wadyiginy,Australia,-12.83,130.75,wadj1254,wdj,Northern Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,150.75,12,199,Aust_NG_Mel
2454,Wagaya,Australia,-20.0,137.0,waga1260,wga,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,232.0,157.0,0,199,Aust_NG_Mel
2455,Wakka-wakka,Australia,-26.0,151.5,waka1274,wkw,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,255.0,171.5,0,199,Aust_NG_Mel
2456,Walmatjarri,Australia,-20.116,127.461,walm1241,wmt,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,335.0,147.461,860,860,Aust_NG_Mel
2457,Wamin,Australia,-17.77,143.577472,wami1239,wmi,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,277.0,163.577472,0,199,Aust_NG_Mel
2458,Wangkajunga,Australia,-19.0,126.0,mart1256,mpj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,200.0,146.0,720,720,Aust_NG_Mel
2459,Wangkangurru,Australia,-27.0,137.0,wang1290,wgg,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,35.0,157.0,0,199,Aust_NG_Mel
2460,Wanyi,Australia,-18.0,138.0,garr1260,gbc,Wanyi-Garrwa,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,171.0,158.0,110,199,Aust_NG_Mel
2461,Wanyjirra,Australia,-18.75,129.0,guri1247,gue,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,380.0,149.0,2,199,Aust_NG_Mel
2462,Warlmanpa,Australia,-17.5,133.5,warl1255,wrl,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,220.0,153.5,50,199,Aust_NG_Mel
2463,Warnman,Australia,-21.887,120.107,wanm1242,wbt,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,450.0,140.107,20,199,Aust_NG_Mel
2464,Warriyangga,Australia,-24.5,118.5,wari1262,wri,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,530.0,138.5,0,199,Aust_NG_Mel
2465,Warrungu,Australia,-17.5,145.0,waru1264,wrg,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,610.0,165.0,0,199,Aust_NG_Mel
2466,Werrgaia_Djadjala,Australia,-36.0,142.5,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,150.0,162.5,0,199,Aust_NG_Mel
2467,Western Desert _Ooldea,Australia,-30.5,132.0,,xxx,Pama-Nyungan,Western Desert,,,,,false,Australia-New Guinea,Australia,AU,false,false,160.0,152.0,1000,1000,Aust_NG_Mel
2468,Wik Me'anha,Australia,-13.83,142.0,wikm1246,wih,Pama-Nyungan,North Cape York,Northern Paman,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,60.0,162.0,12,199,Aust_NG_Mel
2469,Wiri,Australia,-20.67,147.67,biri1256,bzr,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,90.0,167.67,0,199,Aust_NG_Mel
2470,Woiwurrung,Australia,-37.5,145.5,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,165.5,0,199,Aust_NG_Mel
2471,Wuliwuli,Australia,-24.5,150.5,wuli1242,wlu,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,363.0,170.5,0,199,Aust_NG_Mel
2472,Wurrugu,Australia,-11.25,132.0,wurr1238,wur,Iwaidjan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,152.0,0,199,Aust_NG_Mel
2473,YabulaYabula,Australia,-35.33,146.0,yabu1234,yxy,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,238.0,166.0,0,199,Aust_NG_Mel
2474,Yalarnnga,Australia,-22.0,140.0,yala1262,ylr,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,262.0,160.0,0,199,Aust_NG_Mel
2475,Yanda,Australia,-21.5,141.0,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,228.0,161.0,0,199,Aust_NG_Mel
2476,Yandruwandha,Australia,-28.085,140.55,yand1253,ynd,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,53.0,160.55,5,199,Aust_NG_Mel
2477,Yaraytyana,Australia,-11.17,142.75,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.75,0,199,Aust_NG_Mel
2478,Yinhawangka,Australia,-23.0,119.0,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,620.0,139.0,0,199,Aust_NG_Mel
2479,Yinwum,Australia,-12.67,142.67,yinw1236,yxm,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,77.0,162.67,0,199,Aust_NG_Mel
2480,YortaYorta,Australia,-36.0,146.0,yort1237,xyy,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,152.0,166.0,0,199,Aust_NG_Mel
2481,Yugambeh,Australia,-28.042,152.997,yuga1244,yub,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,172.997,0,199,Aust_NG_Mel
2482,Zhongu,Eurasia,32.65,103.6,kham1282,khg,Tibeto-Burman,Bodic,Bodish,Tibetan,Central,,false,SE Asia & Oceania,Southeast Asia,CN,false,false,2860.0,123.6,9999,9999,MiddleOldWorld
2483,Yulparija,Australia,-21.0,124.0,mart1256,mpj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,280.0,144.0,720,720,Aust_NG_Mel
2484,Yumukuntyi,Australia,-11.0,142.5,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.5,0,199,Aust_NG_Mel
2485,Yunggor,Australia,-13.7,130.63,,xxx,Northern Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,120.0,150.63,0,199,Aust_NG_Mel
2486,Abelam,Papunesia,-3.83,143.17,ambu1247,abt,Sepik,Ndu,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,80.0,163.17,44000,44000,Aust_NG_Mel
2487,Abinomn,Papunesia,-3.0,138.8,abin1243,bsa,Abinomn,,,,,,true,Australia-New Guinea,New Guinea Highlands,ID,false,true,80.0,158.8,300,300,Aust_NG_Mel
2488,Adang,Papunesia,-8.163,124.456,adan1251,adn,Timor-Alor-Pantar,Alor-Pantar,Alor,,,,false,Australia-New Guinea,Pacific,ID,false,true,0.0,144.456,31800,31800,Aust_NG_Mel
2489,Aeka,Papunesia,-8.601,147.994,aeka1244,aez,Trans New Guinea,Binanderean,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,40.0,167.994,3400,3400,Aust_NG_Mel
2490,Airoran,Papunesia,-1.7,138.15,airo1242,air,Kwerba,West,,,,,false,Australia-New Guinea,North New Guinea,ID,false,true,0.0,158.15,1000,1000,Aust_NG_Mel
2491,Aita Rotokas,Papunesia,-6.0,155.08,roto1249,roo,West Bougainville,,,,,,false,Australia-New Guinea,Pacific,PG,false,true,0.0,175.08,4320,4320,Aust_NG_Mel
2492,Aitutaki,Papunesia,-18.872,-159.782,raro1241,rar,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,CK,false,false,0.0,220.218,299,299,SEAsiaInsularPacific
2493,A'jië,Papunesia,-21.342,165.459,ajie1238,aji,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,NC,false,false,0.0,185.459,4040,4040,Aust_NG_Mel
2494,Akei,Papunesia,-15.49,166.75,akei1237,tsr,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,VU,false,false,0.0,186.75,650,650,Aust_NG_Mel
2495,Aklanon,Papunesia,11.58,122.33,akla1241,akl,Austronesian,Malayo-Polynesian,Philippines,Greater Central Phillipines,,,false,SE Asia & Oceania,Pacific,PH,false,false,0.0,142.33,395000,395000,SEAsiaInsularPacific
2496,Ali,Papunesia,-3.17,142.25,kapp1237,ykm,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,North New Guinea,PG,false,false,0.0,162.25,799,799,Aust_NG_Mel
2497,Alumbis Murut,Papunesia,4.799,115.496,taga1273,mvv,Austronesian,Malayo-Polynesian,North Borneo,,,,false,SE Asia & Oceania,Southeast Asia,MY,false,false,200.0,135.496,9999,9999,SEAsiaInsularPacific
2498,Ama,Papunesia,-4.168,141.671,amap1240,amm,Left May,,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,40.0,161.671,480,480,Aust_NG_Mel
2499,Amahai_Soahuku,Papunesia,-3.332,128.949,amah1245,amq,Austronesian,Malayo-Polynesian,Central Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,148.949,50,50,SEAsiaInsularPacific
2500,Amaimon,Papunesia,-5.193,145.325,amai1246,ali,Trans New Guinea,Madang,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,200.0,165.325,1780,1780,Aust_NG_Mel
2501,Wenzhou,Eurasia,28.0,120.7,ouji1238,wuu,Tibeto-Burman,Sinitic,Wu,,,,false,SE Asia & Oceania,Southeast Asia,CN,false,false,0.0,140.7,5000000,5000000,MiddleOldWorld
2502,Amba_Nembao,Papunesia,-11.27,166.48,amba1266,utp,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,SB,false,false,0.0,186.48,40100,40100,Aust_NG_Mel
2503,Amblong,Papunesia,-15.497,166.926,ambl1237,alm,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,VU,false,false,360.0,186.926,300,300,Aust_NG_Mel
2504,Lonwolwol,Papunesia,-16.211,168.011,lonw1238,crc,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,VU,false,false,0.0,188.011,3700,3700,Aust_NG_Mel
2505,Ampale,Papunesia,-6.753,146.107,safe1240,apz,Trans New Guinea,Angan,,,,,false,Australia-New Guinea,New Guinea Highlands,PG,false,true,1160.0,166.107,2390,2390,Aust_NG_Mel
2506,Anakalang,Papunesia,-9.67,119.67,anak1240,akg,Austronesian,Malayo-Polynesian,Flores-Sawu-Sumba,Sumba,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,139.67,14000,14000,SEAsiaInsularPacific
2507,Aneme Wake,Papunesia,-9.733,148.52,anem1248,aby,Trans New Guinea,Southeast,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,660.0,168.52,650,650,Aust_NG_Mel
2508,Lashi,Eurasia,26.05,98.5,lash1243,lsi,Tibeto-Burman,Lolo-Burmese,Burmish,Northern,,,false,SE Asia & Oceania,Southeast Asia,MM,false,false,1650.0,118.5,30000,30000,MiddleOldWorld
2509,Angal,Papunesia,-6.0,143.6,anga1293,age,Trans New Guinea,Engan,,,,,false,Australia-New Guinea,New Guinea Highlands,PG,false,true,2260.0,163.6,18600,18600,Aust_NG_Mel
2510,Angal Heneng,Papunesia,-6.13,143.42,anga1292,akh,Trans New Guinea,Engan,,,,,false,Australia-New Guinea,New Guinea Highlands,PG,false,true,1880.0,163.42,40000,40000,Aust_NG_Mel
2511,Anggreso,Papunesia,-2.17,138.25,nucl1595,kwe,Kwerba,Nuclear,,,,,false,Australia-New Guinea,North New Guinea,ID,false,true,50.0,158.25,299,299,Aust_NG_Mel
2512,Angkola Batak,Papunesia,1.518,99.531,bata1290,akb,Austronesian,Malayo-Polynesian,Batak-Barrier Islands,Batak,,,false,SE Asia & Oceania,Southeast Asia,ID,false,false,180.0,119.531,750000,750000,SEAsiaInsularPacific
2513,Aniwa,Papunesia,-19.256,169.6,futu1245,fut,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,VU,false,false,0.0,189.6,1500,1500,SEAsiaInsularPacific
